	news_collected_time	news_title
7246	2014-12-22	Man shouting 'Allahu Akbar' drives into crowd in France, injuring 11
7247	2014-12-22	China condemns cyberattacks, but does not mention North Korea
7248	2014-12-22	Mental-health plea rejected in Cairns murder case
7249	2014-12-22	Up on the housetop: Rain or snow?
7250	2014-12-22	Pakistan school attack: Several suspects arrested
7251	2014-12-22	10 years on, tsunami warning stumbles at the 'last mile'
7252	2014-12-22	'Homeland's' low-key finale completes season '24' (spoilers)
7253	2014-12-22	Alleged Cop Killer Ismaaiyl Brinsley Had a Deathwish
7254	2014-12-22	Winter Storms Loom Over Holiday Travel Week
7255	2014-12-22	Why do mornings still get darker after the winter solstice?
7256	2014-12-22	US Considers Putting North Korea on Terror Sponsor List
7257	2014-12-22	Court in Argentina grants basic rights to orangutan
7258	2014-12-22	Madonna: I've been terrorised
7259	2014-12-22	Partner of Sydney siege gunman jailed
7260	2014-12-22	Tunisia chooses new president
7261	2014-12-22	Seahawks crush Cards, take command of NFC West
7262	2014-12-22	Scott Disick defends Kourtney and Khloe Kardashian as they are insulted during family outing on KKTH
7263	2014-12-22	Warmer Monday brings rain later; holiday snow possible
7264	2014-12-22	Sydney Siege: Hostage Taker's Partner Amirah Droudis Has Bail Revoked
7265	2014-12-22	Experts expect surge in Cuba tourism under Obama opening
7266	2014-12-22	Florida State's Jameis Winston cleared in code of conduct hearing
7267	2014-12-22	Aceh rises rapidly from the ruins, 10 years after ravages of tsunami
7268	2014-12-22	Slain NYPD Officers Remembered for Community, Family Dedication
7269	2014-12-22	Florida quarterback Jameis Winston cleared of sexual assault allegations
7270	2014-12-22	Packers beat Bucs, set up showdown for NFC North title
7271	2014-12-22	Homeland Finale—But, Wait, Where's All The Violence And Death?!!!!
7272	2014-12-22	The Hobbit goes out on top at the box office
7273	2014-12-22	Young immigrants to line up for driver's licenses
7274	2014-12-22	Killing of two officers further strains police-community relations
7275	2014-12-22	Spain: Princess Cristina Going on Trial for Fraud
7276	2014-12-22	Father, two sons found in outback Queensland were starving, grazier says
7277	2014-12-22	14 things we learned from Madonna about the 'Rebel Heart' surprise
7278	2014-12-22	Top NFL game: Rodgers leads Packers past Bucs
7279	2014-12-22	Court Orders Partner of Sydney Hostage-taker Jailed
7280	2014-12-22	Police officers' slaying raises pressure on New York mayor
7281	2014-12-22	North Korea will skip UN Security Council meeting
7282	2014-12-22	Massive holiday storm poised to disrupt travel
7283	2014-12-22	Australian family rescued after spending 10 days in wilderness
7284	2014-12-22	Of Course Jameis Winston Is in the Clear
7285	2014-12-22	Madonna defends calling the leak of her 13 tracks 'artistic rape'
7286	2014-12-22	Officers' Killer, Adrift and Ill, Had a Plan
7287	2014-12-22	US border patrol agents shoot Canadian man on bridge
7288	2014-12-22	Spain's Princess Cristina to be tried for fraud
7289	2014-12-22	France Dijon: Driver targets city pedestrians
7290	2014-12-22	Madonna On A Gifting Mood, Releases New Songs From Upcoming Album In March
7291	2014-12-22	Obama takes foreign policy risk, but on his own terms
7292	2014-12-22	Packers fans feel at home in Tampa
7293	2014-12-22	Protests planted seeds for ambush killings of 2 NYPD cops
7294	2014-12-22	French police raise security after weekend attacks
7295	2014-12-22	Spain's Princess Cristina facing serious charges
7296	2014-12-22	Rainy start to the week, but warmer temperatures too
7297	2014-12-22	Pakistan Plans to Execute 500 Terror Convicts in Coming Weeks: Officials
7298	2014-12-22	AP poll: Police killings of blacks voted top story of 2014
7299	2014-12-22	Sister of Spain's King to Stand Trial on Tax Fraud Charges
7300	2014-12-22	Islamic convert in Dijon mows down 13 people in his car
7301	2014-12-22	Bush survival: Aussie family found alive after 10 days missing in national park
7302	2014-12-22	Satanic Temple puts up display at Michigan Capitol
7303	2014-12-22	Jameis Winston did not violate code
7304	2014-12-22	Madonna Says She Was 'Living in a State of Terror' After New Album Leak
7305	2014-12-22	People Call for Cooling of Racial Tensions After Murder of NYPD Officers
7306	2014-12-22	Jaycee Chan, son of action star Jackie Chan, indicted on drug charge
7307	2014-12-22	Driver attacks pedestrians in French city of Dijon
7308	2014-12-22	Cop killer Ismaaiyl Brinsley was violent, suicidal: police
7309	2014-12-22	French driver reportedly heard yelling 'Allahu Akbar' slams pedestrians, injures 13
7310	2014-12-22	Spanish princess to stand trial in royal first
7311	2014-12-22	Missing Philadelphia student's keys found in Schuylkill River, family says
7312	2014-12-22	Family survives 100F heat lost in Australian wilderness for 10 days
7313	2014-12-22	Obama hits the ground running on Hawaii vacation
7314	2014-12-22	Florida police officer dies on duty after getting shot, run over
7315	2014-12-22	Jaycee Chan, son of action film star Jackie Chan, indicted for drugs
7316	2014-12-22	Tom Oates: Packers' defensive domination of Bucs a good sign
7317	2014-12-22	New Hepatitis C Drug Gets Helping Hand
7318	2014-12-22	South Chicago Shooting Followed by Police Pursuit Leaves Man Dead, Two Hurt
7319	2014-12-22	Police on alert across America after murder of NYPD officers
7320	2014-12-22	N Korea threatens hack row strikes
7321	2014-12-22	'Run for Shane' raises over $2K for missing Roxborough man's family — NewsWorks
7322	2014-12-22	Spain's Princess Cristina to stand trial on tax fraud charges
7323	2014-12-22	No terror link in French car rampage, suspect mentally ill
7324	2014-12-22	Air China to Mix 737, Max Jets in $6 Billion Boeing Order
7325	2014-12-22	It's time to give Jameis Winston, FSU a break
7326	2014-12-22	June Steenkamp 'Something Terrible Happened That Night'
7327	2014-12-22	China makes an example of Jackie Chan's son: Drug charge filed
7328	2014-12-22	France raises number of car rampage injured to 13
7329	2014-12-22	American Apparel confirms takeover offer, sets new 'poison pill'
7330	2014-12-22	Express Scripts Shuns Gilead in Hepatitis C Deal With AbbVie
7331	2014-12-22	NY police say gunman who killed officers told bystanders to watch him
7332	2014-12-22	Family found after 10 days in the Australian outback
7333	2014-12-22	No charges against ex-police officer in fatal Milwaukee shooting
7334	2014-12-22	Judge orders Spain's Princess Cristina to stand trial on tax fraud charges
7335	2014-12-22	Oldest of zoo gorillas turns 58 at Ohio facility
7336	2014-12-22	Glasgow bin lorry crash latest news
7337	2014-12-22	Ismaaiyl Brinsley, New York Cop Kiler, Had Long Criminal History
7338	2014-12-22	North Korea Hacking Shows Kim Jong Un's Global Reach
7339	2014-12-22	Pope Francis Gives Stern Talking to Vatican Bureaucracy
7340	2014-12-22	Prosecutor: No Terror Link in France Car Rampage
7341	2014-12-22	UPDATE 1-Express Scripts to cover AbbVie hepatitis C drug, drops Gilead treatment
7342	2014-12-22	Hernandez back in court for final pretrial hearing
7343	2014-12-22	Oldest of zoo gorillas turns 58 at Ohio facility
7344	2014-12-22	DPRK fan club: Even in freedom-loving democracies, there are die-hard supporters of Kim Jong-un
7345	2014-12-22	Why I Was Arrested Standing Up for Dontre Hamilton in Milwaukee
7346	2014-12-22	Aaron Hernandez appears in court, trial could last 2 1/2 months
7347	2014-12-22	A dozen football fans injured in lightning strike
7348	2014-12-22	Express Scripts to cover AbbVie hepatitis C drug
7349	2014-12-22	Glasgow bin lorry crash: Several pedestrians dead and others injured after vehicle mounts pavement in city centre
7350	2014-12-22	Gas falls below $2 in metro Detroit
7351	2014-12-22	Former Milwaukee Police Officer Won't Be Charged in Death of Black Man in Park
7352	2014-12-22	Jameis Winston's lawyer: This is worst attack on athlete we've ever seen in 'the ...
7353	2014-12-22	Australian father, 2 sons found alive after 10 days stranded in wilderness
7354	2014-12-22	New York police commissioner urges calm in police ties with mayor
7355	2014-12-22	Ex-cop not charged in fatal Milwaukee shooting of mentally ill black man
7356	2014-12-22	UK police: Number of fatalities in Glasgow road incident
7357	2014-12-22	Marathon Bombing Suspect's Lawyers Invoke McVeigh
7358	2014-12-22	Israel charges 8 Palestinians over Facebook incitement
7359	2014-12-22	Detroit Pistons waive forward Josh Smith with two years remaining on his contract
7360	2014-12-22	Massachusetts Gas Prices Down Another 11 cents
7361	2014-12-22	Pakistan school massacre: Government to execute 500 jailed terror suspects after lifting death penalty ban
7362	2014-12-22	No charges for Milwaukee officer who shot man 14 times
7363	2014-12-22	Jameis Winston relieved by conduct hearing result, coach Jimbo Fisher says
7364	2014-12-22	Boston Marathon bombing suspect's lawyers invoke McVeigh in bid to have trial moved
7365	2014-12-22	Pistons Waive Josh Smith With More Than $26 Million Still Due
7366	2014-12-22	Alstom to pay record $772 mln to settle bribery charges with US
7367	2014-12-22	Bernard Stone, former Chicago alderman, dies at age 87
7368	2014-12-22	De Blasio facing tensions further strained by police shootings NYC mayor under ...
7369	2014-12-22	AAA Highly Suggests Travelers Leave Early Or Delay Departure To Avoid Storm « CBS DC
7370	2014-12-22	Re-Establishing Normal Relations With an Unfree CubaRe-Establishing Normal ...
7371	2014-12-22	FSU Clears QB Jameis Winston in Sexual Assault Case
7372	2014-12-22	Pope in Blistering Critique of Vatican Bureaucrats
7373	2014-12-22	Isn't It Strange That U.S. Gets To Fine Alstom, A French Company, For Bribery Not In The U.S.?
7374	2014-12-22	Detroit Pistons waive Josh Smith, still must pay him
7375	2014-12-22	UPDATE 2-Rouble at 10-day high as exporters follow Putin's call to buy
7376	2014-12-22	Attack Is Suspected as North Korean Internet Collapses
7377	2014-12-22	Milwaukee Officer Will Not Face Charges in Unarmed Man's Death
7378	2014-12-22	Singer Joe Cocker dies at age 70
7379	2014-12-22	Spain: Princess Cristina to be tried for fraud
7380	2014-12-22	Pope Francis sharply criticises Vatican bureaucracy
7381	2014-12-22	French power company to pay $772M in bribery case
7382	2014-12-22	New York City Mayor Bill de Blasio Calls for No Politics as Cops' Families Bear ...
7383	2014-12-22	Judge Seems Skeptical Of Joe Arpaio's Immigration Lawsuit
7384	2014-12-22	Ex-Milwaukee Cop Who Killed Man With 14 Shots Not Charged
7385	2014-12-22	Light snow is possible for KC, and so are travel delays
7386	2014-12-22	Jackie Chan's son indicted on drug charge by Chinese prosecu
7387	2014-12-22	Russia in recession in 2015, ruble to stay pressured: Reuters poll
7388	2014-12-22	Singer Joe Cocker dies at 70
7389	2014-12-22	North Korea experiencing widespread Internet outages
7390	2014-12-22	French Firm to Pay Record Fine in Bribery Case
7391	2014-12-22	Palestinians mull delaying UN Security Council vote - Diplomacy and Defense Israel News
7392	2014-12-22	Six dead after bin lorry crashes into group of pedestrians in Glasgow city centre
7393	2014-12-22	Columbia Journalism School to Conduct Review of Rolling Stone UVA Rape Story
7394	2014-12-22	North Korea faces UN rebuke over rights violations
7395	2014-12-22	Mayor Bill De Blasio Asks That Protests Be Put On Hold Until After Officers' Funerals
7396	2014-12-22	Joe Cocker leaves legacy as one of music's best voices
7397	2014-12-22	Grimm to plead guilty to felony count of tax evasion
7398	2014-12-22	France sees second car attack on crowd in 2 days
7399	2014-12-22	Hernandez murder trial expected to last 6 to 10 weeks
7400	2014-12-22	Alstom says will aim for best practices after record bribery settlement
7401	2014-12-22	Army Refers Bergdahl Investigation to Four-Star General for Potential Court Martial
7402	2014-12-22	Joe Cocker: Remembering rock's soulful 'mad dog'
7403	2014-12-22	Milwaukee Police Officer Not Charged in Fatal Shooting
7404	2014-12-22	NY Rep. Michael Grimm To Plead Guilty To $1M Tax Fraud
7405	2014-12-22	UPDATE 2-Alstom to pay record $772 mln to settle bribery charges with U.S.
7406	2014-12-22	Pak's plan to execute 500 more militants disturbing: Amnesty
7407	2014-12-22	NYC mayor meets with families of slain police officers
7408	2014-12-22	Congressman Grimm Said Ready to Plead Guilty in Tax Case
7409	2014-12-22	Milwaukee Officer Won't Be Charged in Fatal Shooting of Black Man
7410	2014-12-22	The doctor is in: Pope Francis' list of 15 diseases that ail the church
7411	2014-12-22	Suit against immigration action doesnt get warm hearing
7412	2014-12-22	NYC Mayor de Blasio: 'Put Aside Protests' Until Slain Cops Are Buried
7413	2014-12-22	North Korea suffers Internet outage, says US expert
7414	2014-12-22	Singer Joe Cocker is dead at 70
7415	2014-12-22	Qatar Airways takes delivery of world's first Airbus A350 XWB
7416	2014-12-22	Congressman Grimm to plead guilty Rep. Grimm indicted on fraud charges
7417	2014-12-22	White House Needs To Stop Shielding CIA Director John Brennan, Senator Says
7418	2014-12-22	Any Outrage Out There for Ramos and Liu, Protesters?
7419	2014-12-22	Another dreary morning expected Tuesday
7420	2014-12-22	Joe Cocker Dies at 70; Rock Singer Had Hits With Others' Songs
7421	2014-12-22	AP sources: NYC congressman to plead guilty
7422	2014-12-22	Pakistan to execute 500 militants 'soon'
7423	2014-12-22	Justice Department to probe Milwaukee officer's killing of black man
7424	2014-12-22	Bergdahl investigation report goes to senior Army commander
7425	2014-12-22	Voices: Worldwide fallout from CIA torture report
7426	2014-12-22	Cubans signal they're unlikely to extradite NJ fugitive
7427	2014-12-22	Bergdahl Investigation Report Goes to Senior Army Commander
7428	2014-12-22	NY Rep. Michael Grimm expected to plead guilty to tax evasion
7429	2014-12-22	Economics at the North Pole: Are Santa's Elves Slaves?
7430	2014-12-22	Arpaio kicks off legal campaign against Obama immigration order, in court hearing
7431	2014-12-22	8 legal take-aways from the Dontre Hamilton decision
7432	2014-12-22	Cuba Says It Has a Right to Grant Asylum to US Fugitives
7433	2014-12-22	Joe Cocker, raspy-voiced British singer, dies at 70
7434	2014-12-22	Bowe Bergdahl's Disciplinary Fate Placed in Hands of Army General
7435	2014-12-22	Staten Island Congressman Is Said to Agree to a Single Guilty Plea
7436	2014-12-22	US rights groups want special prosecutor to probe CIA tactics
7437	2014-12-22	Delta Employee Charged With Smuggling Guns Aboard Flight Headed For New York From Atlanta
7438	2014-12-22	Traveller reveals what it's really like in Cuba
7439	2014-12-22	Targeted Attack on New York Police Officers Reopens Wounds From the Militant 1970s
7440	2014-12-22	Ex-Fort Hood commander to weigh Bergdahl's fate
7441	2014-12-22	Santa shares his secrets
7442	2014-12-22	Do heart patients fare better when doctors away?
7443	2014-12-22	De Blasio Fights to Find Balance After 2 Killings
7444	2014-12-22	Pope Francis attacks 'diseases' of Vatican in Curia address
